A,0.3500,-2,0,8.400000e-03,21
A,0.3500,-1,0,2.164000e-01,541
A,0.3500,0,0,5.444000e-01,1361
A,0.3500,1,0,2.200000e-01,550
A,0.3500,2,0,1.080000e-02,27
K,0.3500,0,0,0.564103,1
C,0.3500,0,0,1.995813,2500
C2,0.3500,0,0,1.476102,2500
B,0.3500,0,0,1.849664,25
B,0.3500,2,0,0.948000,25
B,0.3500,3,0,-1,0
D,0.3500,0,0.40,1.000000,250
D,0.3500,2,0.40,0.716000,250
D,0.3500,0,0.50,1.000000,250
D,0.3500,2,0.50,0.428000,250
D,0.3500,0,0.60,0.980000,250
D,0.3500,2,0.60,0.184000,250
D,0.3500,0,0.70,0.832000,250
D,0.3500,2,0.70,0.064000,250
D,0.3500,0,0.80,0.672000,250
D,0.3500,2,0.80,0.040000,250
D,0.3500,0,0.90,0.528000,250
D,0.3500,2,0.90,0.020000,250
D,0.3500,0,1.00,0.552000,250
D,0.3500,2,1.00,0.012000,250
