A,0.0000,-2,0,6.400000e-03,16
A,0.0000,-1,0,2.020000e-01,505
A,0.0000,0,0,5.616000e-01,1404
A,0.0000,1,0,2.176000e-01,544
A,0.0000,2,0,1.240000e-02,31
K,0.0000,0,0,0.600624,1
C,0.0000,0,0,1.536996,2500
C2,0.0000,0,0,1.470071,2500
B,0.0000,0,0,1.584000,25
B,0.0000,2,0,0.960000,25
B,0.0000,3,0,0.532000,25
D,0.0000,0,0.40,1.000000,250
D,0.0000,2,0.40,0.896000,250
D,0.0000,0,0.50,1.000000,250
D,0.0000,2,0.50,0.552000,250
D,0.0000,0,0.60,0.996000,250
D,0.0000,2,0.60,0.240000,250
D,0.0000,0,0.70,0.852000,250
D,0.0000,2,0.70,0.088000,250
D,0.0000,0,0.80,0.628000,250
D,0.0000,2,0.80,0.032000,250
D,0.0000,0,0.90,0.536000,250
D,0.0000,2,0.90,0.004000,250
D,0.0000,0,1.00,0.604000,250
D,0.0000,2,1.00,0.012000,250
