A,0.0000,-2,0,8.400000e-03,21
A,0.0000,-1,0,2.304000e-01,576
A,0.0000,0,0,5.368000e-01,1342
A,0.0000,1,0,2.164000e-01,541
A,0.0000,2,0,8.000000e-03,20
K,0.0000,0,0,0.536223,1
C,0.0000,0,0,1.541244,2500
C2,0.0000,0,0,1.471028,2500
B,0.0000,0,0,1.640000,25
B,0.0000,2,0,0.964000,25
B,0.0000,3,0,0.564000,25
D,0.0000,0,0.40,1.000000,250
D,0.0000,2,0.40,0.868000,250
D,0.0000,0,0.50,1.000000,250
D,0.0000,2,0.50,0.532000,250
D,0.0000,0,0.60,0.992000,250
D,0.0000,2,0.60,0.268000,250
D,0.0000,0,0.70,0.860000,250
D,0.0000,2,0.70,0.096000,250
D,0.0000,0,0.80,0.624000,250
D,0.0000,2,0.80,0.032000,250
D,0.0000,0,0.90,0.544000,250
D,0.0000,2,0.90,0.024000,250
D,0.0000,0,1.00,0.528000,250
D,0.0000,2,1.00,0.020000,250
