A,0.3500,-2,0,1.200000e-02,30
A,0.3500,-1,0,1.980000e-01,495
A,0.3500,0,0,5.620000e-01,1405
A,0.3500,1,0,2.204000e-01,551
A,0.3500,2,0,7.600000e-03,19
K,0.3500,0,0,0.602965,1
C,0.3500,0,0,1.998759,2500
C2,0.3500,0,0,1.473307,2500
B,0.3500,0,0,1.867327,25
B,0.3500,2,0,0.912000,25
B,0.3500,3,0,-1,0
D,0.3500,0,0.40,1.000000,250
D,0.3500,2,0.40,0.736000,250
D,0.3500,0,0.50,1.000000,250
D,0.3500,2,0.50,0.448000,250
D,0.3500,0,0.60,0.964000,250
D,0.3500,2,0.60,0.152000,250
D,0.3500,0,0.70,0.804000,250
D,0.3500,2,0.70,0.052000,250
D,0.3500,0,0.80,0.656000,250
D,0.3500,2,0.80,0.028000,250
D,0.3500,0,0.90,0.572000,250
D,0.3500,2,0.90,0.008000,250
D,0.3500,0,1.00,0.552000,250
D,0.3500,2,1.00,0.004000,250
