A,0.0000,-2,0,9.600000e-03,24
A,0.0000,-1,0,2.088000e-01,522
A,0.0000,0,0,5.540000e-01,1385
A,0.0000,1,0,2.212000e-01,553
A,0.0000,2,0,6.400000e-03,16
K,0.0000,0,0,0.574632,1
C,0.0000,0,0,1.537538,2500
C2,0.0000,0,0,1.469911,2500
B,0.0000,0,0,1.632000,25
B,0.0000,2,0,0.940000,25
B,0.0000,3,0,0.548000,25
D,0.0000,0,0.40,1.000000,250
D,0.0000,2,0.40,0.888000,250
D,0.0000,0,0.50,1.000000,250
D,0.0000,2,0.50,0.524000,250
D,0.0000,0,0.60,0.984000,250
D,0.0000,2,0.60,0.236000,250
D,0.0000,0,0.70,0.856000,250
D,0.0000,2,0.70,0.088000,250
D,0.0000,0,0.80,0.652000,250
D,0.0000,2,0.80,0.024000,250
D,0.0000,0,0.90,0.552000,250
D,0.0000,2,0.90,0.004000,250
D,0.0000,0,1.00,0.492000,250
D,0.0000,2,1.00,0.004000,250
